0	3	NU	NLBL	B_CLS	B_SENT	N	-
1319	โครงการ	NN	NCMN	E_CLS	I_SENT	N	-
1320	ที่	CC	PREL	B_CLS	I_SENT	N	-
1321	ดำเนินการ	VV	VACT	I_CLS	I_SENT	N	-
1322	มา	AV	XVAE	I_CLS	I_SENT	N	-
1323	แล้ว	AX	XVAE	I_CLS	I_SENT	N	-
1324	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
1325	_	PU	NCMN	I_CLS	I_SENT	N	-
1326	31,000	NU	DCNM	I_CLS	I_SENT	N	-
1327	_	PU	PUNC	I_CLS	I_SENT	N	-
1328	ชุมชน	CL	CNIT	I_CLS	I_SENT	N	-
1329	_	PU	NCMN	I_CLS	I_SENT	N	-
1330	วง	NN	NCMN	I_CLS	I_SENT	N	-
1331	เงิน	NN	NCMN	I_CLS	I_SENT	N	-
1332	งบประมาณ	NN	NCMN	I_CLS	I_SENT	N	-
1333	เกือบ	AJ	DIBQ	I_CLS	I_SENT	N	-
1334	_	PU	NCMN	I_CLS	I_SENT	N	-
1335	10,000	NU	DCNM	I_CLS	I_SENT	N	-
1336	_	PU	PUNC	I_CLS	I_SENT	N	-
1337	ล้าน	NU	CNIT	I_CLS	I_SENT	N	-
1338	บาท	CL	NCMN	I_CLS	I_SENT	N	-
1339	_	PU	NCMN	I_CLS	I_SENT	N	-
1340	จาก	PS	RPRE	I_CLS	I_SENT	N	-
1341	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1342	ต่าง	AJ	VSTA	I_CLS	I_SENT	N	-
1343	ๆ	PU	NCMN	I_CLS	I_SENT	N	-
1344	ทั้ง	CC	JCRG	I_CLS	I_SENT	N	-
1345	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1346	กรุงเทพฯ	NN	NPRP	I_CLS	I_SENT	N	-
1347	_	PU	NCMN	I_CLS	I_SENT	N	-
1348	และ	CC	JCRG	I_CLS	I_SENT	N	-
1349	ต่าง	AJ	VSTA	I_CLS	I_SENT	N	-
1350	จังหวัด	NN	NCMN	E_CLS	I_SENT	N	-

1351	ใน	PS	RPRE	B_CLS	B_SENT	N	-
1352	สัปดาห์	CL	NCMN	I_CLS	I_SENT	N	-
1353	หน้า	NU	NCMN	I_CLS	I_SENT	N	-
1354	กมธ.	NN	NCMN	I_CLS	I_SENT	N	-
1355	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1356	เชิญ	VV	VACT	I_CLS	I_SENT	N	-
1357	ประธาน	NN	NCMN	I_CLS	I_SENT	N	-
1358	_	PU	NCMN	I_CLS	I_SENT	N	-
1359	สพช.	NN	NCMN	I_CLS	I_SENT	N	-
1360	มา	AV	XVAE	I_CLS	I_SENT	N	-
1361	ชี้แจง	VV	VACT	E_CLS	I_SENT	N	-
1362	_	PU	NCMN	O	I_SENT	N	-
1363	ทั้งนี้	CC	JCRG	B_CLS	I_SENT	Expansion.GenExpansion	-
1364	จาก	PS	RPRE	I_CLS	I_SENT	N	-
1365	การ	FX	FIXN	I_CLS	I_SENT	N	-
1366	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
1367	พบ	VV	VACT	I_CLS	I_SENT	N	-
1368	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1369	_	PU	NCMN	O	I_SENT	N	-
1370	โครงการ	NN	NCMN	B_CLS	I_SENT	N	-
1371	ดังกล่าว	AJ	DDAC	I_CLS	I_SENT	N	-
1372	ส่อ	VV	VSTA	I_CLS	I_SENT	N	-
1373	ทุจริต	VV	NCMN	I_CLS	I_SENT	N	-
1374	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1375	_	PU	NCMN	I_CLS	I_SENT	N	-
1376	3	NU	DCNM	I_CLS	I_SENT	N	-
1377	_	PU	PUNC	I_CLS	I_SENT	N	-
1378	ประเด็น	CL	CNIT	I_CLS	I_SENT	N	-
1379	_	PU	NCMN	I_CLS	I_SENT	N	-
1380	คือ	VV	VSTA	E_CLS	I_SENT	N	-

1381	1.	NU	NCNM	B_CLS	B_SENT	N	-
1382	การ	FX	FIXN	I_CLS	I_SENT	N	-
1383	ล็อก	VV	VACT	I_CLS	I_SENT	N	-
1384	สเปค	NN	NCMN	I_CLS	I_SENT	N	-
1385	สินค้า	NN	NCMN	E_CLS	I_SENT	N	-
1386	ที่	CC	PREL	B_CLS	I_SENT	N	-
1387	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1388	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1389	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
1390	จัดซื้อ	VV	VACT	E_CLS	I_SENT	N	-
1391	_	PU	NCMN	O	I_SENT	N	-
1392	เช่น	CC	RPRE	B_CLS	I_SENT	N	-
1393	_	PU	NCMN	O	I_SENT	N	-
1394	เครื่อง	NN	NCMN	B_CLS	I_SENT	N	-
1395	กรอง	VV	VACT	I_CLS	I_SENT	N	-
1396	น้ำ	NN	NCMN	E_CLS	I_SENT	N	-
1397	ที่	CC	PREL	B_CLS	I_SENT	N	-
1398	มี	VV	VSTA	I_CLS	I_SENT	N	-
1399	ราคา	NN	NCMN	I_CLS	I_SENT	N	-
1400	สูง	VV	VATT	I_CLS	I_SENT	N	-
1401	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
1402	_	PU	NCMN	I_CLS	I_SENT	N	-
1403	3	NU	DCNM	I_CLS	I_SENT	N	-
1404	_	PU	PUNC	I_CLS	I_SENT	N	-
1405	แสน	NN	CNIT	I_CLS	I_SENT	N	-
1406	บาท	CL	CMTR	E_CLS	I_SENT	N	-
1407	_	PU	NCMN	O	I_SENT	N	-
1408	ทั้ง	CC	DDBQ	B_CLS	I_SENT	Comparison.Contrast	-
1409	ที่	CC	PREL	I_CLS	I_SENT	N	-
1410	ราคา	NN	NCMN	I_CLS	I_SENT	N	-
1411	จริง	VV	VATT	I_CLS	I_SENT	N	-
1412	ไม่	NG	NEG	I_CLS	I_SENT	N	-
1413	ถึง	VV	RPRE	E_CLS	I_SENT	N	-

1414	2.	NU	NCNM	B_CLS	B_SENT	N	-
1415	การ	FX	FIXN	I_CLS	I_SENT	N	-
1416	โอน	VV	VACT	I_CLS	I_SENT	N	-
1417	เงิน	NN	NCMN	I_CLS	I_SENT	N	-
1418	ไป	VV	XVAE	I_CLS	I_SENT	N	-
1419	ยัง	PS	RPRE	I_CLS	I_SENT	N	-
1420	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1421	ก่อน	PS	ADVN	E_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
1422	ที่	CC	PREL	B_CLS	I_SENT	N	-
1423	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1424	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1425	มีการ	FX	VSTA	I_CLS	I_SENT	N	-
1426	อนุมัติ	VV	VACT	E_CLS	I_SENT	N	-
1427	_	PU	NCMN	O	I_SENT	N	-
1428	ซึ่ง	CC	PREL	B_CLS	I_SENT	Expansion.GenExpansion	-
1429	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
1430	เงิน	NN	NCMN	I_CLS	I_SENT	N	-
1431	กว่า	AJ	JCMP	I_CLS	I_SENT	N	-
1432	_	PU	NCMN	I_CLS	I_SENT	N	-
1433	10,000	NU	DCNM	I_CLS	I_SENT	N	-
1434	_	PU	PUNC	I_CLS	I_SENT	N	-
1435	ล้าน	NU	NCMN	I_CLS	I_SENT	N	-
1436	บาท	CL	CMTR	E_CLS	I_SENT	N	-

1437	3.	NU	NCNM	B_CLS	B_SENT	N	-
1438	มี	VV	VSTA	I_CLS	I_SENT	N	-
1439	เจ้าหน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
1440	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1441	ไป	AV	XVAE	I_CLS	I_SENT	N	-
1442	ชี้นำ	VV	NCMN	E_CLS	I_SENT	N	-
1443	ให้	CC	JSBR	B_CLS	I_SENT	N	-
1444	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1445	ดำเนินการ	VV	VACT	I_CLS	I_SENT	N	-
1446	ตาม	PS	RPRE	I_CLS	I_SENT	N	-
1447	โครงการ	NN	NCMN	E_CLS	I_SENT	N	-
1448	ที่	CC	PREL	B_CLS	I_SENT	N	-
1449	ตนเอง	PR	PDMN	I_CLS	I_SENT	N	-
1450	นำ	VV	VACT	I_CLS	I_SENT	N	-
1451	เสนอ	VV	VACT	E_CLS	I_SENT	N	-

1452	ทั้ง	CC	JCRG	B_CLS	B_SENT	Comparison.Contrast	-
1453	ที่	CC	PREL	I_CLS	I_SENT	N	-
1454	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1455	ดังกล่าว	AJ	DDAC	I_CLS	I_SENT	N	-
1456	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1457	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1458	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
1459	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
1460	ผู้นำ	NN	NCMN	I_CLS	I_SENT	N	-
1461	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
1462	เอง	AV	PDMN	I_CLS	I_SENT	N	-
1463	_	PU	NCMN	I_CLS	I_SENT	N	-
1464	พฤติกรรม	NN	NCMN	I_CLS	I_SENT	N	-
1465	ดังกล่าว	AJ	DDAC	I_CLS	I_SENT	N	-
1466	อาจ	AX	XVMM	I_CLS	I_SENT	N	-
1467	เข้า	VV	VACT	I_CLS	I_SENT	N	-
1468	ข่าย	NN	NCMN	I_CLS	I_SENT	N	-
1469	มี	VV	VSTA	I_CLS	I_SENT	N	-
1470	ความ	FX	FIXN	I_CLS	I_SENT	N	-
1471	ผิด	VV	VATT	I_CLS	I_SENT	N	-
1472	ทั้ง	CC	JCRG	I_CLS	I_SENT	N	-
1473	ทาง	NN	NCMN	I_CLS	I_SENT	N	-
1474	แพ่ง	NN	NCMN	I_CLS	I_SENT	N	-
1475	_	PU	NCMN	I_CLS	I_SENT	N	-
1476	และ	CC	JCRG	I_CLS	I_SENT	N	-
1477	ทาง	NN	NCMN	I_CLS	I_SENT	N	-
1478	อาญา	NN	NCMN	I_CLS	I_SENT	N	-
1479	_	PU	NCMN	I_CLS	I_SENT	N	-
1480	แต่	CC	JCRG	I_CLS	I_SENT	Comparison.Concession.Arg2-As-Denier	-
1481	เชื่อ	VV	VSTA	E_CLS	I_SENT	N	-
1482	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
1483	ลำพัง	VV	NCMN	E_CLS	I_SENT	N	-
1484	เพียง	CC	DDBQ	B_CLS	I_SENT	N	-
1485	เจ้าหน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
1486	ระดับ	NN	NCMN	I_CLS	I_SENT	N	-
1487	ล่าง	PS	VATT	I_CLS	I_SENT	N	-
1488	คง	AX	XVBM	I_CLS	I_SENT	N	-
1489	ไม่	NG	NEG	I_CLS	I_SENT	N	-
1490	สามารถ	AX	XVAM	I_CLS	I_SENT	N	-
1491	ทำ	VV	VACT	I_CLS	I_SENT	N	-
1492	ได้	AX	XVAE	I_CLS	I_SENT	N	-
1493	_	PU	NCMN	I_CLS	I_SENT	N	-
1494	น่า	AX	XVBM	I_CLS	I_SENT	N	-
1495	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1496	มี	VV	VSTA	I_CLS	I_SENT	N	-
1497	ผู้	FX	PREL	I_CLS	I_SENT	N	-
1498	บงการ	VV	VACT	I_CLS	I_SENT	N	-
1499	ใหญ่	VV	VATT	I_CLS	I_SENT	N	-
1500	อยู่	VV	VSTA	I_CLS	I_SENT	N	-
1501	เบื้องหลัง	NN	RPRE	E_CLS	I_SENT	N	-

1502	ส่วน	CC	NCMN	B_CLS	B_SENT	Expansion.Conjunction	-
1503	กรณีที่	CC	JSBR	I_CLS	I_SENT	N	-
1504	มีการ	FX	NCMN	I_CLS	I_SENT	N	-
1505	แต่งตั้ง	VV	VACT	I_CLS	I_SENT	N	-
1506	น้อง	NN	NCMN	I_CLS	I_SENT	N	-
1507	ชาย	NN	NCMN	I_CLS	I_SENT	N	-
1508	นาย	NN	NTTL	I_CLS	I_SENT	N	-
1509	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
1510	_	PU	NCMN	I_CLS	I_SENT	N	-
1511	สภาวสุ	NN	NCMN	I_CLS	I_SENT	N	-
1512	_	PU	NCMN	I_CLS	I_SENT	N	-
1513	รอง	NN	VATT	I_CLS	I_SENT	N	-
1514	นายก	NN	NCMN	I_CLS	I_SENT	N	-
1515	รัฐมนตรี	NN	NCMN	I_CLS	I_SENT	N	-
1516	_	PU	NCMN	I_CLS	I_SENT	N	-
1517	เข้า	AV	VACT	I_CLS	I_SENT	N	-
1518	มา	AV	XVAE	I_CLS	I_SENT	N	-
1519	ดูแล	VV	VACT	I_CLS	I_SENT	N	-
1520	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1521	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1522	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
1523	นั้น	AJ	DDAC	I_CLS	I_SENT	N	-
1524	_	PU	VACT	I_CLS	I_SENT	N	-
1525	ยัง	AX	XVBM	I_CLS	I_SENT	N	-
1526	ไม่	NG	NEG	I_CLS	I_SENT	N	-
1527	มี	VV	VSTA	I_CLS	I_SENT	N	-
1528	ข้อมูล	NN	NCMN	E_CLS	I_SENT	N	-
1529	_	PU	NCMN	O	I_SENT	N	-
1530	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Concession.Arg2-As-Denier	-
1531	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
1532	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
1533	ต่อไป	AV	ADVN	E_CLS	I_SENT	N	-

1534	ทั้งนี้	CC	DDAN	B_CLS	B_SENT	Expansion.GenExpansion	-
1535	การ	FX	FIXN	I_CLS	I_SENT	N	-
1536	ส่อ	VV	VACT	I_CLS	I_SENT	N	-
1537	ทุจริต	VV	NCMN	I_CLS	I_SENT	N	-
1538	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1539	ดังกล่าว	AJ	DDAC	I_CLS	I_SENT	N	-
1540	อาจ	AX	XVMM	I_CLS	I_SENT	N	-
1541	ส่ง	VV	VACT	I_CLS	I_SENT	N	-
1542	ผล	NN	NCMN	I_CLS	I_SENT	N	-
1543	ทำให้	CC	VACT	I_CLS	I_SENT	N	-
1544	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
1545	ที่	CC	PREL	I_CLS	I_SENT	N	-
1546	มี	VV	VSTA	I_CLS	I_SENT	N	-
1547	พรรค	NN	NCMN	I_CLS	I_SENT	N	-
1548	ประชาธิปัตย์	NN	VACT	I_CLS	I_SENT	N	-
1549	แกนนำ	NN	NCMN	I_CLS	I_SENT	N	-
1550	ถึง	CC	RPRE	I_CLS	I_SENT	N	-
1551	กับ	CC	RPRE	I_CLS	I_SENT	N	-
1552	พัง	VV	NCMN	I_CLS	I_SENT	N	-
1553	ได้	AX	XVAE	E_CLS	I_SENT	N	-
1554	_	PU	NCMN	O	I_SENT	N	-
1555	เนื่องจาก	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Reason	-
1556	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
1557	โครงการ	NN	NCMN	E_CLS	I_SENT	N	-
1558	ที่	CC	PREL	B_CLS	I_SENT	N	-
1559	ยึด	VV	VACT	I_CLS	I_SENT	N	-
1560	แนว	NN	NCMN	I_CLS	I_SENT	N	-
1561	ปรัชญา	NN	NCMN	I_CLS	I_SENT	N	-
1562	พอเพียง	VV	VACT	E_CLS	I_SENT	N	-
1563	_	PU	NCMN	O	I_SENT	N	-
1564	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Contrast	-
1565	กลับ	VV	VACT	I_CLS	I_SENT	N	-
1566	มี	VV	VSTA	I_CLS	I_SENT	N	-
1567	ปัญหา	NN	NCMN	I_CLS	I_SENT	N	-
1568	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-
1569	ทุจริต	VV	NCMN	I_CLS	I_SENT	N	-
1570	เสีย	AV	VSTA	I_CLS	I_SENT	N	-
1571	เอง	AV	PDMN	E_CLS	I_SENT	N	-

1572	ผู้สื่อข่าว	NN	NCMN	B_CLS	B_SENT	N	-
1573	ถาม	VV	VACT	I_CLS	I_SENT	N	-
1574	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1575	_	PU	NCMN	O	I_SENT	N	-
1576	ปัญหา	NN	NCMN	B_CLS	I_SENT	N	-
1577	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
1578	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1579	ส่ง	VV	VACT	I_CLS	I_SENT	N	-
1580	ผล	NN	NCMN	I_CLS	I_SENT	N	-
1581	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
1582	การ	FX	FIXN	I_CLS	I_SENT	N	-
1583	พิจารณา	VV	VACT	I_CLS	I_SENT	N	-
1584	ร่าง	NN	NCMN	I_CLS	I_SENT	N	-
1585	_	PU	NCMN	I_CLS	I_SENT	N	-
1586	พ.ร.บ.	NN	NCMN	E_CLS	I_SENT	N	-
1587	ให้	CC	JSBR	B_CLS	I_SENT	N	-
1588	อำนาจ	NN	NCMN	I_CLS	I_SENT	N	-
1589	กระทรวง	NN	NCMN	I_CLS	I_SENT	N	-
1590	การ	FX	FIXN	I_CLS	I_SENT	N	-
1591	คลัง	NN	NCMN	I_CLS	I_SENT	N	-
1592	กู้	VV	NCMN	I_CLS	I_SENT	N	-
1593	เงิน	NN	NCMN	E_CLS	I_SENT	N	-
1594	เพื่อ	CC	RPRE	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-
1595	ฟื้นฟู	VV	VACT	I_CLS	I_SENT	N	-
1596	เศรษฐกิจ	NN	NCMN	E_CLS	I_SENT	N	-
1597	_	PU	NCMN	O	I_SENT	N	-
1598	ที่	CC	PREL	B_CLS	I_SENT	N	-
1599	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
1600	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1601	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
1602	เข้า	AV	RPRE	I_CLS	I_SENT	N	-
1603	สู่	PS	RPRE	I_CLS	I_SENT	N	-
1604	การ	FX	FIXN	I_CLS	I_SENT	N	-
1605	พิจารณา	VV	VACT	I_CLS	I_SENT	N	-
1606	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1607	วุฒิสภา	NN	NCMN	I_CLS	I_SENT	N	-
1608	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1609	วันที่	NN	NCMN	I_CLS	I_SENT	N	-
1610	_	PU	NCMN	I_CLS	I_SENT	N	-
1611	10	NU	DCNM	I_CLS	I_SENT	N	-
1612	_	PU	NCMN	I_CLS	I_SENT	N	-
1613	ส.ค.	NN	CNIT	I_CLS	I_SENT	N	-
1614	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
1615	หรือไม่	AV	EITT	E_CLS	I_SENT	N	-

1616	นาย	NN	NTTL	B_CLS	B_SENT	N	-
1617	ยุทธนา	NN	NCMN	I_CLS	I_SENT	N	-
1618	_	PU	NCMN	I_CLS	I_SENT	N	-
1619	กล่าว	VV	VACT	I_CLS	I_SENT	N	-
1620	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1621	_	PU	NCMN	O	I_SENT	N	-
1622	มี	VV	VSTA	B_CLS	I_SENT	N	-
1623	_	PU	NCMN	I_CLS	I_SENT	N	-
1624	ส.ว.	NN	NCMN	I_CLS	I_SENT	N	-
1625	หลาย	AJ	DIBQ	I_CLS	I_SENT	N	-
1626	คน	CL	CNIT	I_CLS	I_SENT	N	-
1627	หารือ	VV	VACT	I_CLS	I_SENT	N	-
1628	กัน	PR	ADVN	E_CLS	I_SENT	N	-
1629	_	PU	NCMN	O	I_SENT	N	-
1630	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
1631	พูด	VV	VACT	I_CLS	I_SENT	N	-
1632	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
1633	การ	FX	FIXN	I_CLS	I_SENT	N	-
1634	ใช้จ่าย	VV	VACT	I_CLS	I_SENT	N	-
1635	งบประมาณ	NN	NCMN	I_CLS	I_SENT	N	-
1636	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1637	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
1638	ช่วง	NN	NCMN	E_CLS	I_SENT	N	-
1639	ที่	CC	PREL	B_CLS	I_SENT	N	-
1640	ผ่าน	VV	VSTA	I_CLS	I_SENT	N	-
1641	มา	AV	XVAE	I_CLS	I_SENT	N	-
1642	_	PU	NCMN	I_CLS	I_SENT	N	-
1643	พบ	VV	VSTA	E_CLS	I_SENT	N	-
1644	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
1645	ไม่	NG	NEG	I_CLS	I_SENT	N	-
1646	ค่อย	AX	XVAM	I_CLS	I_SENT	N	-
1647	มี	VV	VSTA	I_CLS	I_SENT	N	-
1648	ประสิทธิภาพ	NN	NCMN	E_CLS	I_SENT	N	-
1649	_	PU	NCMN	O	I_SENT	N	-
1650	และ	CC	JCRG	B_CLS	I_SENT	Expansion.GenExpansion	-
1651	อาจ	AX	XVMM	I_CLS	I_SENT	N	-
1652	มี	VV	VSTA	I_CLS	I_SENT	N	-
1653	แนวโน้ม	NN	NCMN	E_CLS	I_SENT	N	-
1654	ที่	CC	PREL	B_CLS	I_SENT	N	-
1655	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1656	คว่ำ	VV	VACT	I_CLS	I_SENT	N	-
1657	ร่าง	NN	NCMN	I_CLS	I_SENT	N	-
1658	พ.ร.บ.	NN	NCMN	I_CLS	I_SENT	N	-
1659	ดังกล่าว	AJ	DDAC	E_CLS	I_SENT	N	-
1660	_	PU	NCMN	O	I_SENT	N	-
1661	โดย	CC	JSBR	B_CLS	I_SENT	Expansion.GenExpansion	-
1662	มี	VV	VSTA	I_CLS	I_SENT	N	-
1663	ประเด็น	NN	NCMN	I_CLS	I_SENT	N	-
1664	ทุจริต	VV	NCMN	I_CLS	I_SENT	N	-
1665	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1666	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1667	พอเพียง	VV	NCMN	I_CLS	I_SENT	N	-
1668	เข้า	AV	VACT	I_CLS	I_SENT	N	-
1669	มา	AV	XVAE	I_CLS	I_SENT	N	-
1670	เกี่ยวข้อง	VV	VSTA	I_CLS	I_SENT	N	-
1671	ด้วย	AV	ADVN	E_CLS	I_SENT	N	-

